text,sentiment
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,-1
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,0
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",0
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",1
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",0
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",0
Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,0
"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",0
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",0
Feed companies Suomen Rehu and Raisio do no import GMO feed .,0
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,0
"Includes company and brand share data by category , as well as distribution channel data .",0
"Several large stocks tacked lower , however .",-1
Managing Director Timo Kohtam+Æki of Lemmink+Æinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,0
Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,0
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,0
`` I see my new post as an inspiring challenge .,0
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",1
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,1
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",0
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",0
"In addition to Russia , we now seek additional growth in Ukraine .",1
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,-1
Global life science industry is strictly regulated by international and national authorities .,0
The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .,0
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,0
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",0
"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",1
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,1
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",0
"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",0
The investment would be some EUR5m .,0
The company expects its net sales for the whole 2009 to be at previous year levels .,0
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,0
The company had hoped the new plant would be on stream by the end of 2008 .,0
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,0
The acquisition is expected to take place by the end of August 2007 .,0
The fund at fair value will increase correspondingly .,1
- Counter your competitor 's strengths and target their weaknesses .,0
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",0
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,1
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,1
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",0
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",0
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later .",0
"`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo .",0
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",0
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",0
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",1
Net profit in the same period in 2006 was (  x20ac ) 172 million .,0
The Group aims to increase its net sales and comparable operating profit in 2006 .,1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",-1
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",0
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",1
Cision says the sale will return its U.K. operation to profitability .,1
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",-1
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",-1
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,0
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,0
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,0
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",1
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",1
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,0
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .",1
The credit covers approximately 70 % of the ship 's price .,0
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",-1
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",0
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,1
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,1
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",0
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,1
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",1
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",1
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,0
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",1
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",-1
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",1
"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",0
The bond has a value of EUR150m and a maturity of 4 years .,0
Travel expenses would be reimbursed in accordance with the travel policy of the company .,0
J+Ærvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,0
"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",1
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",1
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,0
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",0
To see a slide show of all the newest product releases from Fiskars .,0
"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",0
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",1
16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,1
`` Stonesoft sees great promise in the future of IPv6 .,1
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",1
"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",0
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",0
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,1
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,0
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",0
The company 's market share is continued to increase further .,1
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",0
Pentik+Æinen emphasises that the most of the internet contents media houses provide can not be free forever .,0
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",0
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",0
"The market value of one crane is some USD6m , reported the Finnish news agency STT .",0
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,-1
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",-1
The sellers were EOSS Innovationsmanagement and a group of private individuals .,0
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",1
The measures result from weak demand in the shipbuilding industry .,-1
"BasWare is headquartered in Espoo , Finland .",0
"Previously , the company anticipated its operating profit to improve over the same period .",1
"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",0
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,0
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",1
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",1
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",0
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",0
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,1
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",1
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",-1
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,0
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,1
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,0
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",1
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",1
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,-1
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",0
"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW .",0
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,0
"Besides , Pit-Produkt will enter the new segments .",0
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",0
The total value of the contract is some EUR 8 million .,0
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,0
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",1
Approval by shareholders of Cencorp in accordance with Finnish law .,0
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,0
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,-1
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",0
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",1
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",0
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,1
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,0
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",0
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",0
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",1
Finnish Bank of +_land +_landsbanken has issued a profit warning .,-1
The Department Store Division reported an increase in sales of 4 per cent .,1
"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",0
"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A .",0
The project is expected to be completed in 2009 .,0
"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .",0
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",1
Neither of the companies use genetically engineered soy at the moment .,0
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",1
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,0
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",0
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",1
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",1
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",0
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,0
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",0
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",-1
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",0
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",0
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,0
Almost the entire office building will be occupied by Metso .,0
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,1
"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",1
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",0
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",-1
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,0
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",0
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",0
"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",0
"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",0
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",1
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",0
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",0
"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",0
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,-1
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",1
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",-1
The newspaper 's best sales asset is high quality journalism and journalistic content .,0
The company specialises in temporary electrification and heating at construction sites .,0
"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",1
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",0
"In the Baltic countries , sales fell by 42.6 % .",-1
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",0
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",1
"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .",1
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",0
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,1
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",0
"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",1
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",-1
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",0
He will report to CapMan Plc 's CEO Heikki Westerlund .,0
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,0
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",0
The Group also has a strong global position in other fishing categories .,1
"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",0
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,0
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",0
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,1
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",0
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",0
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",1
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,0
Investment management and investment advisory services are the company 's sole line of business .,0
EPS dropped to EUR0 .2 from EUR0 .3 .,-1
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",1
"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",0
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,0
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",0
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",0
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,1
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",0
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",-1
Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .,0
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",0
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",-1
"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",0
As a result some 20 persons will no longer be needed .,-1
A realignment of interests in the sector is clearly under way .,1
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",1
"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties .",0
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,0
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",0
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",0
The expansion aims to attract new customers both in Finland and abroad .,1
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",0
`` We want to serve K-citymarket customers by offering them interesting and topical selections .,0
Glaston also has efficiency measures in all other units .,0
"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",1
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,0
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",1
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,0
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,0
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,0
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",0
The firm builds components for mobile phones and other communications products .,0
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,0
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",1
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,0
Other shareholder entitlements became effective today .,0
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",0
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,1
"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",0
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",1
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",0
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,0
`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,0
"zip , '' experts warned Tuesday .",0
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,0
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",-1
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",0
"Department store sales improved by 14 % to EUR 1,070.6 mn .",1
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,0
`` BG Crane has been a strong partner for Hiab in Australia for many years .,0
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",1
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",-1
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",1
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,0
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,1
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",0
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,1
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,0
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",0
Acquisitions have been made and businesses have been well integrated .,1
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",0
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,0
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,1
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",0
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,-1
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,0
"The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities .",0
Deliveries by Outotec will take place over 30 months .,0
Finnish food industry company L+Ænnen Tehtaat is planning changes to its fish product business .,0
Rapala Fishing Frenzy 2009 .,0
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,-1
Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,1
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+Æki Oyj 's CEO Jukka Moisio .",0
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",1
The company says it is difficult to estimate the market situation for the whole year 2009 .,0
Neste Oil will offer outplacement services to the 111 employees to be reduced .,0
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",1
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",1
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",0
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,0
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",1
